,plate,state,license_type,summons_number,issue_date,violation_time,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,summons_image
590,FRL7706,NY,PAS,1326799472,01/16/2012,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSTmVVNXFZelZQVkZFelRXYzlQUT09&locationName=_____________________)
591,GVP6234,NY,PAS,8564456473,06/06/2017,06:17P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,0.0,115.0,0.0,105.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPYWxFelRYYzlQUT09&locationName=_____________________)
592,1B23A,NY,OMT,8478915072,05/03/2017,01:26P,NO PARKING-TAXI STAND,,65.0,0.0,0.0,65.0,0.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhM2hPVkVFelRXYzlQUT09&locationName=_____________________)
593,GFZ4073,NY,PAS,8478913816,04/17/2017,12:20P,EXPIRED MUNI METER,,65.0,0.0,0.0,0.0,65.0,0.0,13.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhM2hOZW1kNFRtYzlQUT09&locationName=_____________________)
594,FDV4039,NY,PAS,8314544346,02/18/2017,09:32A,FAIL TO DSPLY MUNI METER RECPT,,35.0,10.0,0.0,0.0,45.0,0.0,47.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSTmVFNUVWVEJPUkUwd1RtYzlQUT09&locationName=_____________________)
595,ZFG16N,NJ,PAS,7423430316,02/04/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBOUkUxNFRtYzlQUT09&locationName=_____________________)
596,HJD6700,NY,PAS,8548954036,05/09/2017,06:09P,BIKE LANE,,115.0,10.0,0.0,0.0,125.0,0.0,72.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1FOUVhekZPUkVGNlRtYzlQUT09&locationName=_____________________)
597,DXN3498,NY,PAS,8564457179,06/09/2017,01:09P,FIRE HYDRANT,,115.0,0.0,0.0,0.0,115.0,0.0,103.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPZWtVelQxRTlQUT09&locationName=_____________________)
598,642661R,NJ,PAS,8946364105,04/09/2021,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFUVEpPUkVWM1RsRTlQUT09&locationName=_____________________)
599,GAJ4582,NY,PAS,8534732693,06/27/2017,02:41P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,35.0,0.0,0.0,75.0,K,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrNUVZM3BOYWxrMVRYYzlQUT09&locationName=_____________________)
600,43009JV,NY,COM,8478913919,04/17/2017,02:52P,DOUBLE PARKING-MIDTOWN COMML,,115.0,0.0,0.0,0.0,115.0,0.0,17.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhM2hOZW10NFQxRTlQUT09&locationName=_____________________)
601,AT552U,NJ,PAS,8484428485,07/28/2017,06:11A,FAIL TO DISP. MUNI METER RECPT,,65.0,0.0,0.0,0.0,65.0,0.0,14.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNUVVWGxQUkZFMFRsRTlQUT09&locationName=_____________________)
602,16003MC,NY,COM,8641793719,01/31/2020,08:48A,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,15.0,100.0,0.0,18.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVZelZOZW1ONFQxRTlQUT09&locationName=_____________________)
603,HDT6725,NY,PAS,8602357072,11/01/2017,04:23P,EXPIRED MUNI METER,,35.0,10.0,0.0,10.0,35.0,0.0,49.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFUVEZPZWtFelRXYzlQUT09&locationName=_____________________)
604,47680MD,NY,COM,8602400615,10/04/2017,02:26P,FAIL TO DSPLY MUNI METER RECPT,,65.0,0.0,0.0,37.0,28.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFVWGROUkZsNFRsRTlQUT09&locationName=_____________________)
605,77084MH,NY,COM,8602400639,10/04/2017,02:48P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFVWGROUkZsNlQxRTlQUT09&locationName=_____________________)
606,31413MG,NY,COM,8602407701,11/06/2017,05:26P,SIDEWALK,,115.0,0.0,0.0,10.0,105.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFVWGRPZW1OM1RWRTlQUT09&locationName=_____________________)
607,14591MH,NY,COM,8602407713,11/06/2017,05:34P,FAIL TO DSPLY MUNI METER RECPT,,65.0,0.0,0.0,37.0,28.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFVWGRPZW1ONFRYYzlQUT09&locationName=_____________________)
608,ERE4356,NY,PAS,7468600715,03/02/2011,08:39A,REG. STICKER-EXPIRED/MISSING,06/23/2011,65.0,60.0,74.4,0.28,199.12,0.0,105.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk1rOUVXWGROUkdONFRsRTlQUT09&locationName=_____________________)
609,GDR8165,NY,PAS,8596218981,02/21/2018,11:31A,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,0.0,35.0,0.0,84.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VNXFTWGhQUkdzMFRWRTlQUT09&locationName=_____________________)
610,Z571028,IL,PAS,8564457064,06/08/2017,04:18P,NO PARKING-DAY/TIME LIMITS,,60.0,0.0,0.0,0.0,60.0,0.0,107.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPZWtFeVRrRTlQUT09&locationName=_____________________)
611,ZFH57S,NJ,PAS,7423430353,02/04/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBOUkUweFRYYzlQUT09&locationName=_____________________)
612,43009JV,NY,COM,8478914158,04/18/2017,01:07P,FAIL TO DISP. MUNI METER RECPT,,65.0,0.0,0.0,65.0,0.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhM2hPUkVVeFQwRTlQUT09&locationName=_____________________)
613,61090MC,NY,COM,8478913944,04/17/2017,04:28P,FAIL TO DISP. MUNI METER RECPT,,65.0,0.0,0.0,37.0,28.0,0.0,17.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhM2hOZW1zd1RrRTlQUT09&locationName=_____________________)
614,Y58EZW,NJ,PAS,8478914109,04/18/2017,12:38P,FAIL TO DSPLY MUNI METER RECPT,,65.0,0.0,0.0,0.0,65.0,0.0,13.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhM2hPUkVWM1QxRTlQUT09&locationName=_____________________)
615,EVD1127,NY,PAS,7423430845,02/11/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBOUkdjd1RsRTlQUT09&locationName=_____________________)
616,FSF6869,NY,PAS,4677332289,01/28/2020,07:01P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,25.0,0.0,25.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wNTZUWHBOYWtrMFQxRTlQUT09&locationName=_____________________)
617,91624ME,NY,COM,8478914304,04/27/2017,12:21P,DOUBLE PARKING-MIDTOWN COMML,,115.0,0.0,0.0,33.0,82.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhM2hPUkUxM1RrRTlQUT09&locationName=_____________________)
618,KDY9645,PA,PAS,8564457313,06/09/2017,03:24P,WRONG WAY,,45.0,0.0,0.0,0.0,45.0,0.0,103.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPZWsxNFRYYzlQUT09&locationName=_____________________)
619,85936MD,NY,COM,8602408304,11/09/2017,12:58P,SIDEWALK,,115.0,0.0,0.0,10.0,105.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFVWGRQUkUxM1RrRTlQUT09&locationName=_____________________)
620,VYF1896,VA,PAS,8602408821,11/11/2017,02:04P,FAIL TO DSPLY MUNI METER RECPT,,65.0,0.0,0.0,0.0,65.0,0.0,1.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFVWGRQUkdkNVRWRTlQUT09&locationName=_____________________)
621,80352MD,NY,COM,8602460971,11/03/2017,12:51P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFVVEpOUkdzelRWRTlQUT09&locationName=_____________________)
622,90202MC,NY,COM,8602461069,11/03/2017,01:17P,NO STANDING-EXC. TRUCK LOADING,,95.0,0.0,0.0,95.0,0.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFVVEpOVkVFeVQxRTlQUT09&locationName=_____________________)
623,12068MJ,NY,COM,8602462785,11/10/2017,02:02P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFVVEpOYW1NMFRsRTlQUT09&locationName=_____________________)
624,T731008C,NY,OMT,8602566931,11/28/2017,08:20A,BIKE LANE,,115.0,0.0,0.0,0.0,115.0,0.0,41.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFWVEpPYW10NlRWRTlQUT09&locationName=_____________________)
625,EHJ9672,NY,PAS,8602664783,11/28/2017,04:44P,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,121.0,R,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFXVEpPUkdNMFRYYzlQUT09&locationName=_____________________)
626,HHK7832,NY,PAS,8602709808,11/28/2017,06:02P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,0.0,115.0,0.0,121.0,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFZM2RQVkdkM1QwRTlQUT09&locationName=_____________________)
627,HMJ6029,NY,OMS,8602510720,11/11/2017,11:41A,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,0.0,35.0,0.0,108.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFWWGhOUkdONVRVRTlQUT09&locationName=_____________________)
628,HCV6006,NY,PAS,8602514001,11/27/2017,02:31P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,0.0,35.0,0.0,111.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFWWGhPUkVGM1RWRTlQUT09&locationName=_____________________)
629,2WE751,OK,PAS,8602559744,10/20/2017,08:38A,PLTFRM LFTS LWRD POS COMM VEH,,45.0,0.0,0.0,45.0,0.0,0.0,49.0,BX,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFWVEZQVkdNd1RrRTlQUT09&locationName=_____________________)
630,GRJ9505,NY,PAS,8587481460,06/12/2018,02:15P,REG STICKER-MUTILATED/C'FEIT,,65.0,0.0,0.0,0.0,65.0,0.0,18.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNTZVVFJOVkZFeVRVRTlQUT09&locationName=_____________________)
631,HDH9057,NY,PAS,8538507151,04/12/2017,12:37P,DOUBLE PARKING,,115.0,30.0,0.0,0.0,145.0,0.0,84.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVWWGRPZWtVeFRWRTlQUT09&locationName=_____________________)
632,GYD4484,NY,PAS,8538506900,04/12/2017,08:39A,NO PARKING-DAY/TIME LIMITS,,60.0,30.0,0.0,0.0,90.0,0.0,84.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVWWGRPYW10M1RVRTlQUT09&locationName=_____________________)
633,W6B899,NY,PAS,8564457398,06/09/2017,04:13P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,0.0,115.0,0.0,103.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPZWswMVQwRTlQUT09&locationName=_____________________)
634,EPH4115,NY,PAS,7423431047,02/12/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBOVkVFd1RuYzlQUT09&locationName=_____________________)
635,EMZ3338,NY,PAS,7423431163,02/12/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBOVkVVeVRYYzlQUT09&locationName=_____________________)
636,74917ME,NY,COM,8478914572,04/28/2017,11:24A,DOUBLE PARKING,,115.0,0.0,0.0,115.0,0.0,0.0,6.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhM2hPUkZVelRXYzlQUT09&locationName=_____________________)
637,FMJ2387,NY,PAS,8534732723,06/27/2017,03:51P,NON-COMPLIANCE W/ POSTED SIGN,,60.0,0.0,0.0,0.0,60.0,0.0,75.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrNUVZM3BOYW1ONVRYYzlQUT09&locationName=_____________________)
638,HMP9438,NY,PAS,8564457430,06/09/2017,04:50P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,0.0,115.0,0.0,103.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPZWxGNlRVRTlQUT09&locationName=_____________________)
639,GKL2857,NY,PAS,8564457441,06/09/2017,05:07P,NO STANDING-BUS STOP,,115.0,0.0,0.0,0.0,115.0,0.0,103.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPZWxFd1RWRTlQUT09&locationName=_____________________)
640,EUZ3717,NY,PAS,8602604208,11/10/2017,09:33A,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,0.0,35.0,0.0,122.0,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFXWGRPUkVsM1QwRTlQUT09&locationName=_____________________)
641,66187KA,NY,COM,1326826669,01/30/2012,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSTmVVNXFaM2xPYWxreVQxRTlQUT09&locationName=_____________________)
642,64138MK,NY,COM,8689774040,08/20/2019,11:00A,NO STANDING-EXC. TRUCK LOADING,,95.0,0.0,0.0,95.0,0.0,0.0,10.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FOVVZek5PUkVFd1RVRTlQUT09&locationName=_____________________)
643,HHJ4843,NY,PAS,8602604245,11/10/2017,10:03A,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,35.0,0.0,0.0,122.0,R,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFXWGRPUkVrd1RsRTlQUT09&locationName=_____________________)
644,HNW4140,NY,PAS,8602604270,11/10/2017,10:31A,CROSSWALK,,115.0,0.0,0.0,0.0,115.0,0.0,122.0,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFXWGRPUkVrelRVRTlQUT09&locationName=_____________________)
645,630531,NY,PAS,8602660509,11/09/2017,02:31P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,35.0,0.0,0.0,120.0,R,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFXVEpOUkZWM1QxRTlQUT09&locationName=_____________________)
646,DXS6251,NY,PAS,8602660625,11/09/2017,04:19P,EXPIRED MUNI METER,,35.0,0.0,0.0,0.0,35.0,0.0,120.0,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFXVEpOUkZsNVRsRTlQUT09&locationName=_____________________)
647,HCU2463,NY,PAS,8602664242,11/26/2017,12:23P,REG. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,65.0,0.0,0.0,121.0,R,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFXVEpPUkVrd1RXYzlQUT09&locationName=_____________________)
648,5CL4379,MD,PAS,8602705724,10/28/2017,11:12A,FAIL TO DSPLY MUNI METER RECPT,,35.0,10.0,0.0,10.0,35.0,0.0,120.0,R,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFZM2RPVkdONVRrRTlQUT09&locationName=_____________________)
649,HGJ6651,NY,PAS,8602705736,10/28/2017,11:39A,FAIL TO DSPLY MUNI METER RECPT,,35.0,10.0,0.0,45.0,0.0,0.0,120.0,R,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFZM2RPVkdONlRtYzlQUT09&locationName=_____________________)
650,430KZI,FL,PAS,7451398882,03/09/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk1VMVVUVFZQUkdjMFRXYzlQUT09&locationName=_____________________)
651,HRC2192,NY,PAS,8538507308,04/13/2017,08:06A,BEYOND MARKED SPACE,,45.0,30.0,0.0,0.0,75.0,0.0,84.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVWWGRPZWsxM1QwRTlQUT09&locationName=_____________________)
652,42796MG,NY,COM,8484427626,07/24/2017,08:40A,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,0.0,115.0,0.0,17.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNUVVWGxPZWxsNVRtYzlQUT09&locationName=_____________________)
653,57829MJ,NY,COM,8538507205,04/12/2017,02:38P,NO STANDING-BUS STOP,,115.0,0.0,0.0,0.0,115.0,0.0,84.0,K,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVWWGRPZWtsM1RsRTlQUT09&locationName=_____________________)
654,HLM2309,NY,PAS,8564457477,06/09/2017,06:13P,NO STANDING-BUS STOP,,115.0,0.0,0.0,0.0,115.0,0.0,103.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPZWxFelRuYzlQUT09&locationName=_____________________)
655,T621552C,NY,OMT,8478914602,04/28/2017,12:35P,NO STOPPING-DAY/TIME LIMITS,,115.0,0.0,0.0,0.0,115.0,0.0,6.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhM2hPUkZsM1RXYzlQUT09&locationName=_____________________)
656,HCZ7304,NY,PAS,8564457507,06/10/2017,12:51P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,0.0,115.0,0.0,102.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPZWxWM1RuYzlQUT09&locationName=_____________________)
657,YSL1277,PA,PAS,7423431333,02/15/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBOVkUxNlRYYzlQUT09&locationName=_____________________)
658,81057MH,NY,COM,8478914821,05/01/2017,03:20P,COMML PLATES-UNALTERED VEHICLE,,115.0,0.0,0.0,0.0,115.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhM2hPUkdkNVRWRTlQUT09&locationName=_____________________)
659,AR335A,NJ,PAS,8478914810,05/01/2017,01:32P,PLTFRM LFTS LWRD POS COMM VEH,,65.0,0.0,0.0,65.0,0.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhM2hPUkdkNFRVRTlQUT09&locationName=_____________________)
660,GGB9444,NY,PAS,8528957329,04/07/2017,02:50P,REG. STICKER-EXPIRED/MISSING,,65.0,30.0,0.0,0.0,95.0,0.0,41.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVhekZPZWsxNVQxRTlQUT09&locationName=_____________________)
661,GXP3808,NY,PAS,8478914845,05/01/2017,03:32P,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhM2hPUkdjd1RsRTlQUT09&locationName=_____________________)
662,FBY6044,NY,PAS,4677871875,02/04/2020,03:14P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wNTZaek5OVkdjelRsRTlQUT09&locationName=_____________________)
663,63304JM,NY,COM,8484427833,07/25/2017,10:26A,NO STANDING-EXC. AUTH. VEHICLE,,95.0,0.0,0.0,19.0,76.0,0.0,14.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNUVVWGxPZW1kNlRYYzlQUT09&locationName=_____________________)
664,4841A,MA,APP,8602753070,10/07/2017,06:33A,PARKED BUS-EXC. DESIG. AREA,,45.0,10.0,0.0,55.0,0.0,0.0,109.0,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFZekZOZWtFelRVRTlQUT09&locationName=_____________________)
665,FCP4322,NY,PAS,8602766609,11/28/2017,08:22A,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,109.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFZekpPYWxsM1QxRTlQUT09&locationName=_____________________)
666,CLD5428,NY,PAS,8602759319,11/01/2017,04:07P,REG. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,109.0,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFZekZQVkUxNFQxRTlQUT09&locationName=_____________________)
667,HRP7832,NY,PAS,8602764273,11/20/2017,02:06A,FIRE HYDRANT,,115.0,0.0,0.0,0.0,115.0,0.0,115.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFZekpPUkVrelRYYzlQUT09&locationName=_____________________)
668,HKM7068,NY,OMS,8602764996,11/21/2017,07:48A,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,0.0,115.0,0.0,108.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFZekpPUkdzMVRtYzlQUT09&locationName=_____________________)
669,E28EHL,NJ,PAS,8602765794,11/24/2017,06:40A,FIRE HYDRANT,,115.0,0.0,0.0,0.0,115.0,0.0,108.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFZekpPVkdNMVRrRTlQUT09&locationName=_____________________)
670,HBG4177,NY,PAS,8602814355,11/13/2017,11:08A,NON-COMPLIANCE W/ POSTED SIGN,,60.0,0.0,0.0,0.0,60.0,0.0,109.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFaM2hPUkUweFRsRTlQUT09&locationName=_____________________)
